target	protocol	seed	depth	trials	?	!	?+!	complete	merged	incomplete	generated	completed	equivalent	time_ms
G3_176	BACK	46	1	21345	2629	2752	5381	164	493	0	657	true	true	175.712
G3_176	BACK	47	1	18499	2629	2965	5594	164	493	0	657	true	true	165.204
G3_176	BACK	48	1	22307	2629	2827	5456	164	493	0	657	true	true	177.757
G3_176	BACK	49	1	24174	2629	2871	5500	164	493	0	657	true	true	189.371
G3_176	BACK	50	1	29275	2629	2882	5511	164	493	0	657	true	true	205.857
G3_176	BACK	51	1	19013	2629	2825	5454	164	493	0	657	true	true	173.366
G4_297	RESET	42	2	40060515	61807	0	61807	289	868	0	1157	true	true	304808.381
G4_297	RESET	43	2	40819512	63439	0	63439	289	868	0	1157	true	true	348595.426
G4_297	RESET	44	2	40417292	63086	0	63086	289	868	0	1157	true	true	319731.174
G4_297	RESET	45	2	39724486	62279	0	62279	289	868	0	1157	true	true	328282.220
G4_297	RESET	46	2	40255845	62422	0	62422	289	868	0	1157	true	true	324035.902
G4_297	RESET	47	2	39023251	60823	0	60823	289	868	0	1157	true	true	306146.745
G4_297	RESET	48	2	40943160	63718	0	63718	289	868	0	1157	true	true	266199.265
G4_297	RESET	49	2	39652291	61930	0	61930	289	868	0	1157	true	true	279063.214
G4_297	RESET	50	2	40484343	63356	0	63356	289	868	0	1157	true	true	319422.980
G4_297	RESET	51	2	41943740	63746	0	63746	289	868	0	1157	true	true	328036.222
G4_297	BACK	42	2	106027	18517	27954	46471	289	868	0	1157	true	true	914.276
G4_297	BACK	43	2	113323	18517	28447	46964	289	868	0	1157	true	true	1039.801
G4_297	BACK	44	2	112357	18517	28268	46785	289	868	0	1157	true	true	964.333
G4_297	BACK	45	2	119838	18517	28549	47066	289	868	0	1157	true	true	965.386
G4_297	BACK	46	2	115768	18517	28292	46809	289	868	0	1157	true	true	1001.423
G4_297	BACK	47	2	112936	18517	29029	47546	289	868	0	1157	true	true	916.106
G4_297	BACK	48	2	132849	18517	28346	46863	289	868	0	1157	true	true	1076.146
G4_297	BACK	49	2	109958	18517	28747	47264	289	868	0	1157	true	true	866.753
G4_297	BACK	50	2	114756	18517	28475	46992	289	868	0	1157	true	true	961.960
G4_297	BACK	51	2	127399	18517	28663	47180	289	868	0	1157	true	true	1027.423
G5_86	BACK	42	3	125861	22101	37608	59709	86	259	0	345	true	true	335.855
